,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Month,Day,Hour,Sales,Frequency,total_product_purchases,category,sub_category,full_categ
128072,C541779,22659,lunch box i love london,-12.0,2011-01-21 11:50:00,1.95,13102.0,United Kingdom,1,21,11,-23.4,27,168.0,box,lunch,lunch box
128204,C541779,22663,jumbo bag dolly girl design,-10.0,2011-01-21 11:50:00,1.95,13102.0,United Kingdom,1,21,11,-19.5,27,0.0,bag,girl,girl bag
128210,C541779,21481,fawn blue hot water bottle,-2.0,2011-01-21 11:50:00,2.95,13102.0,United Kingdom,1,21,11,-5.9,27,-2.0,bottle,water,water bottle
128215,C543775,21871,save the planet mug,-6.0,2011-02-11 16:10:00,1.25,13102.0,United Kingdom,2,11,16,-7.5,27,114.0,mug,planet,planet mug
128237,C551508,23194,gymkhana treasure book box,-6.0,2011-04-28 18:16:00,2.25,13102.0,United Kingdom,4,28,18,-13.5,27,2.0,box,book,book box
128239,C551508,23176,abc treasure book box,-8.0,2011-04-28 18:16:00,2.25,13102.0,United Kingdom,4,28,18,-18.0,27,0.0,box,book,book box
128364,C538059,84380,set of 3 butterfly cookie cutters,-12.0,2010-12-09 13:38:00,1.25,14205.0,United Kingdom,12,9,13,-15.0,3,0.0,butterfly,cookie,cookie butterfly
128366,C538059,21535,red retrospot small milk jug,-6.0,2010-12-09 13:38:00,2.55,14205.0,United Kingdom,12,9,13,-15.299999999999999,3,-6.0,retrospot,milk,milk retrospot
128367,C538059,20914,set5 red retrospot lid glass bowls,-6.0,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,12,9,13,-17.700000000000003,3,-6.0,glass,retrospot,retrospot glass
128368,C538059,84378,set of 3 heart cookie cutters,-12.0,2010-12-09 13:38:00,1.25,14205.0,United Kingdom,12,9,13,-15.0,3,0.0,heart,cookie,cookie heart
128370,C538059,48188,doormat welcome puppies,-2.0,2010-12-09 13:38:00,7.95,14205.0,United Kingdom,12,9,13,-15.9,3,-2.0,doormat,welcome,welcome doormat
128371,C538059,22697,green regency teacup and saucer,-6.0,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,12,9,13,-17.700000000000003,3,-6.0,regency,saucer,saucer regency
128372,C538059,48187,doormat new england,-2.0,2010-12-09 13:38:00,7.95,14205.0,United Kingdom,12,9,13,-15.9,3,-2.0,doormat,england,england doormat
128373,C538059,22727,alarm clock bakelike red,-4.0,2010-12-09 13:38:00,3.75,14205.0,United Kingdom,12,9,13,-15.0,3,-4.0,clock,alarm,alarm clock
128374,C538059,22699,roses regency teacup and saucer,-6.0,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,12,9,13,-17.700000000000003,3,-6.0,regency,saucer,saucer regency
128375,C538059,22698,pink regency teacup and saucer,-6.0,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,12,9,13,-17.700000000000003,3,-6.0,regency,saucer,saucer regency
128376,C538059,21975,pack of 60 dinosaur cake cases,-24.0,2010-12-09 13:38:00,0.55,14205.0,United Kingdom,12,9,13,-13.200000000000001,3,-24.0,cake,pack,pack cake
128377,C538059,21533,retrospot large milk jug,-3.0,2010-12-09 13:38:00,4.95,14205.0,United Kingdom,12,9,13,-14.850000000000001,3,-3.0,retrospot,milk,milk retrospot
128378,C538059,21217,red retrospot round cake tins,-3.0,2010-12-09 13:38:00,9.95,14205.0,United Kingdom,12,9,13,-29.849999999999998,3,-3.0,retrospot,cake,cake retrospot
128379,C538059,21210,set of 72 retrospot paper  doilies,-12.0,2010-12-09 13:38:00,1.45,14205.0,United Kingdom,12,9,13,-17.4,3,0.0,retrospot,paper,paper retrospot
128404,C538062,22139,retrospot tea set ceramic 11 pc,-14.0,2010-12-09 13:40:00,4.25,17702.0,United Kingdom,12,9,13,-59.5,6,-8.0,retrospot,tea,tea retrospot
128406,C538062,22329,round container set of 5 retrospot,-4.0,2010-12-09 13:40:00,1.65,17702.0,United Kingdom,12,9,13,-6.6,6,-4.0,retrospot,round,round retrospot
128407,C538062,21430,set3 red gingham rose storage box,-1.0,2010-12-09 13:40:00,3.75,17702.0,United Kingdom,12,9,13,-3.75,6,-1.0,box,storage,storage box
128408,C538062,22168,organiser wood antique white,-2.0,2010-12-09 13:40:00,8.5,17702.0,United Kingdom,12,9,13,-17.0,6,-2.0,wood,antique,antique wood
128409,C538062,20973,12 pencil small tube woodland,-2.0,2010-12-09 13:40:00,0.65,17702.0,United Kingdom,12,9,13,-1.3,6,-2.0,pencil,tube,tube pencil
128436,C567686,20728,lunch bag cars blue,-10.0,2011-09-21 16:42:00,1.65,17702.0,United Kingdom,9,21,16,-16.5,6,0.0,bag,lunch,lunch bag
128542,C575161,22960,jam making set with jars,-5.0,2011-11-08 16:25:00,4.25,15271.0,United Kingdom,11,8,16,-21.25,16,7.0,jam,making,making jam
128766,C558463,21531,red retrospot sugar jam bowl,-1.0,2011-06-29 15:14:00,2.55,13982.0,United Kingdom,6,29,15,-2.55,5,12.0,retrospot,bowl,bowl retrospot
128788,C558463,84029e,red woolly hottie white heart,-1.0,2011-06-29 15:14:00,3.95,13982.0,United Kingdom,6,29,15,-3.95,5,7.0,heart,other,other heart
128802,C558463,22464,hanging metal heart lantern,-1.0,2011-06-29 15:14:00,1.65,13982.0,United Kingdom,6,29,15,-1.65,5,35.0,heart,metal,metal heart
128825,C558463,21535,red retrospot small milk jug,-1.0,2011-06-29 15:14:00,2.55,13982.0,United Kingdom,6,29,15,-2.55,5,7.0,retrospot,milk,milk retrospot
129722,C538075,21284,retrospot candle  small,-12.0,2010-12-09 14:12:00,1.69,13021.0,United Kingdom,12,9,14,-20.28,12,-12.0,candle,retrospot,retrospot candle
129740,C543741,22179,set 10 night owl lights,-1.0,2011-02-11 13:37:00,6.75,13021.0,United Kingdom,2,11,13,-6.75,12,-1.0,owl,night,night owl
129796,C559022,22465,hanging metal star lantern,-3.0,2011-07-05 13:18:00,1.65,13021.0,United Kingdom,7,5,13,-4.949999999999999,12,9.0,metal,star,star metal
130005,C562623,22772,pink drawer knob acrylic edwardian,-1.0,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,8,8,12,-1.25,10,47.0,drawer,knob,knob drawer
130034,C562623,22771,clear drawer knob acrylic edwardian,-3.0,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,8,8,12,-3.75,10,45.0,drawer,knob,knob drawer
130047,C560654,23026,drawer knob vintage glass star,-2.0,2011-07-20 11:40:00,2.08,16255.0,United Kingdom,7,20,11,-4.16,10,10.0,vintage,glass,glass vintage
130051,C560654,23147,single antique rose hook ivory,-1.0,2011-07-20 11:40:00,1.45,16255.0,United Kingdom,7,20,11,-1.45,10,5.0,ivory,hook,hook ivory
130165,C553903,22424,enamel bread bin cream,-8.0,2011-05-19 18:08:00,10.95,17671.0,United Kingdom,5,19,18,-87.6,6,0.0,cream,enamel,enamel cream
130167,C553903,22847,bread bin diner style ivory,-1.0,2011-05-19 18:08:00,16.95,17671.0,United Kingdom,5,19,18,-16.95,6,7.0,ivory,style,style ivory
130171,C561594,23250,vintage red trim enamel bowl,-24.0,2011-07-28 11:22:00,1.25,17671.0,United Kingdom,7,28,11,-30.0,6,0.0,vintage,bowl,bowl vintage
130173,C561594,23251,vintage red enamel trim mug,-24.0,2011-07-28 11:22:00,1.25,17671.0,United Kingdom,7,28,11,-30.0,6,0.0,vintage,mug,mug vintage
130175,C561594,23252,vintage red enamel trim jug,-16.0,2011-07-28 11:22:00,3.75,17671.0,United Kingdom,7,28,11,-60.0,6,0.0,vintage,enamel,enamel vintage
130177,C561594,23249,vintage red enamel trim plate,-24.0,2011-07-28 11:22:00,1.65,17671.0,United Kingdom,7,28,11,-39.599999999999994,6,0.0,vintage,plate,plate vintage
130184,C561594,22430,enamel watering can cream,-4.0,2011-07-28 11:22:00,4.95,17671.0,United Kingdom,7,28,11,-19.8,6,0.0,cream,enamel,enamel cream
130188,C561594,21090,set6 collage paper plates,-12.0,2011-07-28 11:22:00,0.39,17671.0,United Kingdom,7,28,11,-4.68,6,0.0,paper,set6,set6 paper
130204,C546496,22927,green giant garden thermometer,-1.0,2011-03-14 11:44:00,5.95,17646.0,United Kingdom,3,14,11,-5.95,4,1.0,garden,thermometer,thermometer garden
130206,C546496,22928,yellow giant garden thermometer,-1.0,2011-03-14 11:44:00,5.95,17646.0,United Kingdom,3,14,11,-5.95,4,1.0,garden,thermometer,thermometer garden
130219,C546496,35810b,enamel blue rim coffee container,-1.0,2011-03-14 11:44:00,0.83,17646.0,United Kingdom,3,14,11,-0.83,4,5.0,enamel,coffee,coffee enamel
130245,C538084,22860,easter tin chicks pink daisy,-6.0,2010-12-09 14:42:00,1.65,12649.0,Germany,12,9,14,-9.899999999999999,4,-6.0,tin,easter,easter tin
130246,C538084,22859,easter tin bunny bouquet,-6.0,2010-12-09 14:42:00,1.65,12649.0,Germany,12,9,14,-9.899999999999999,4,-6.0,tin,easter,easter tin
130276,C538085,82486,wood s3 cabinet ant white finish,-1.0,2010-12-09 14:43:00,7.95,16350.0,United Kingdom,12,9,14,-7.95,5,9.0,wood,cabinet,cabinet wood
130280,C538085,21314,small glass heart trinket pot,-1.0,2010-12-09 14:43:00,2.1,16350.0,United Kingdom,12,9,14,-2.1,5,7.0,heart,glass,glass heart
130282,C538085,82483,wood 2 drawer cabinet white finish,-1.0,2010-12-09 14:43:00,5.95,16350.0,United Kingdom,12,9,14,-5.95,5,-1.0,wood,drawer,drawer wood
130411,C538089,21906,pharmacie first aid tin,-1.0,2010-12-09 14:47:00,6.75,18230.0,United Kingdom,12,9,14,-6.75,10,-6.0,tin,pharmacie,pharmacie tin
130412,C539057,21906,pharmacie first aid tin,-11.0,2010-12-15 16:40:00,6.75,18230.0,United Kingdom,12,15,16,-74.25,10,-6.0,tin,pharmacie,pharmacie tin
130491,C577081,82582,area patrolled metal sign,-6.0,2011-11-17 15:24:00,2.1,18230.0,United Kingdom,11,17,15,-12.600000000000001,10,72.0,metal,sign,sign metal
130501,C538091,35400,wooden box advent calendar,-2.0,2010-12-09 14:48:00,8.95,16499.0,United Kingdom,12,9,14,-17.9,5,-2.0,box,wooden,wooden box
130511,C538700,85066,cream sweetheart mini chest,-2.0,2010-12-14 10:25:00,12.75,16499.0,United Kingdom,12,14,10,-25.5,5,2.0,mini,cream,cream mini
130522,C538876,22272,feltcraft doll maria,-1.0,2010-12-14 15:20:00,2.95,16499.0,United Kingdom,12,14,15,-2.95,5,-1.0,feltcraft,doll,doll feltcraft
130556,C563899,22726,alarm clock bakelike green,-1.0,2011-08-21 10:55:00,3.75,17097.0,Spain,8,21,10,-3.75,9,3.0,clock,alarm,alarm clock
130626,C563899,21340,classic metal birdcage plant holder,-1.0,2011-08-21 10:55:00,12.75,17097.0,Spain,8,21,10,-12.75,9,0.0,holder,metal,metal holder
130791,C538098,22168,organiser wood antique white,-1.0,2010-12-09 14:57:00,8.5,14441.0,United Kingdom,12,9,14,-8.5,10,-1.0,wood,antique,antique wood
130792,C541786,22423,regency cakestand 3 tier,-3.0,2011-01-21 12:54:00,10.95,14441.0,United Kingdom,1,21,12,-32.849999999999994,10,-8.0,regency,tier,tier regency
130793,C543662,22423,regency cakestand 3 tier,-5.0,2011-02-11 10:49:00,10.95,14441.0,United Kingdom,2,11,10,-54.75,10,-8.0,regency,tier,tier regency
130831,C576871,23118,parisienne jewellery drawer,-2.0,2011-11-16 16:23:00,7.5,14441.0,United Kingdom,11,16,16,-15.0,10,2.0,drawer,jewellery,jewellery drawer
130832,C577375,23118,parisienne jewellery drawer,-2.0,2011-11-18 16:21:00,7.5,14441.0,United Kingdom,11,18,16,-15.0,10,2.0,drawer,jewellery,jewellery drawer
130834,C576871,23111,parisienne sewing box,-1.0,2011-11-16 16:23:00,12.5,14441.0,United Kingdom,11,16,16,-12.5,10,6.0,box,parisienne,parisienne box
130835,C577375,23111,parisienne sewing box,-1.0,2011-11-18 16:21:00,12.5,14441.0,United Kingdom,11,18,16,-12.5,10,6.0,box,parisienne,parisienne box
130841,C576240,23486,antique heart shelf unit,-1.0,2011-11-14 13:34:00,16.65,14441.0,United Kingdom,11,14,13,-16.65,10,0.0,heart,antique,antique heart
130850,C538099,72807c,set3 vanilla scented candle in box,-1.0,2010-12-09 14:58:00,4.25,15279.0,United Kingdom,12,9,14,-4.25,2,-1.0,box,candle,candle box
130851,C538099,22457,natural slate heart chalkboard,-3.0,2010-12-09 14:58:00,2.95,15279.0,United Kingdom,12,9,14,-8.850000000000001,2,-3.0,heart,slate,slate heart
130871,C538100,84798a,pink foxglove artiifcial flower,-12.0,2010-12-09 15:00:00,2.55,16579.0,United Kingdom,12,9,15,-30.599999999999998,1,-12.0,flower,other,other flower
130903,C566626,22461,savoy art deco clock,-2.0,2011-09-14 10:07:00,3.95,15380.0,United Kingdom,9,14,10,-7.9,6,4.0,art,clock,clock art
130909,C538103,22941,christmas lights 10 reindeer,-2.0,2010-12-09 15:13:00,8.5,17442.0,United Kingdom,12,9,15,-17.0,10,-2.0,christmas,reindeer,reindeer christmas
130920,C563612,22729,alarm clock bakelike orange,-1.0,2011-08-18 06:39:00,3.75,17442.0,United Kingdom,8,18,6,-3.75,10,15.0,clock,alarm,alarm clock
130926,C545443,22781,gumball magazine rack,-1.0,2011-03-02 16:20:00,7.65,17442.0,United Kingdom,3,2,16,-7.65,10,1.0,rack,magazine,magazine rack
130928,C545443,22720,set of 3 cake tins pantry design,-1.0,2011-03-02 16:20:00,4.95,17442.0,United Kingdom,3,2,16,-4.95,10,2.0,cake,pantry,pantry cake
131043,C575665,23113,pantry chopping board,-1.0,2011-11-10 14:54:00,4.95,17442.0,United Kingdom,11,10,14,-4.95,10,2.0,pantry,board,board pantry
131087,C538111,21830,assorted creepy crawlies,-24.0,2010-12-09 15:24:00,0.42,17950.0,United Kingdom,12,9,15,-10.08,4,0.0,creepy,other,other creepy
131185,C558029,20727,lunch bag  black skull,-1.0,2011-06-24 11:47:00,1.65,12826.0,United Kingdom,6,24,11,-1.65,8,39.0,bag,skull,skull bag
131192,C558029,22384,lunch bag pink polkadot,-2.0,2011-06-24 11:47:00,1.65,12826.0,United Kingdom,6,24,11,-3.3,8,8.0,bag,polkadot,polkadot bag
131194,C558029,20726,lunch bag woodland,-1.0,2011-06-24 11:47:00,1.65,12826.0,United Kingdom,6,24,11,-1.65,8,19.0,bag,lunch,lunch bag
131232,C538110,21232,strawberry ceramic trinket box,-144.0,2010-12-09 15:24:00,1.06,17307.0,United Kingdom,12,9,15,-152.64000000000001,1,-144.0,box,trinket,trinket box
131245,C545850,21527,red retrospot traditional teapot,-1.0,2011-03-07 13:45:00,7.95,15811.0,United Kingdom,3,7,13,-7.95,9,7.0,retrospot,teapot,teapot retrospot
131281,C545850,21528,dairy maid traditional teapot,-3.0,2011-03-07 13:45:00,6.95,15811.0,United Kingdom,3,7,13,-20.85,9,1.0,dairy,teapot,teapot dairy
131299,C553851,21539,red retrospot butter dish,-1.0,2011-05-19 13:04:00,4.95,15811.0,United Kingdom,5,19,13,-4.95,9,2.0,retrospot,dish,dish retrospot
131302,C553851,21531,red retrospot sugar jam bowl,-1.0,2011-05-19 13:04:00,2.55,15811.0,United Kingdom,5,19,13,-2.55,9,5.0,retrospot,bowl,bowl retrospot
131304,C553851,21535,red retrospot small milk jug,-2.0,2011-05-19 13:04:00,2.55,15811.0,United Kingdom,5,19,13,-5.1,9,4.0,retrospot,milk,milk retrospot
131345,C578061,21262,white goose feather christmas tree,-2.0,2011-11-22 15:29:00,2.95,15811.0,United Kingdom,11,22,15,-5.9,9,4.0,christmas,tree,tree christmas
131463,C561234,79191c,retro plastic elephant tray,-12.0,2011-07-26 10:25:00,0.85,13327.0,United Kingdom,7,26,10,-10.2,9,0.0,tray,retro,retro tray
131481,C538118,22910,paper chain kit vintage christmas,-1.0,2010-12-09 15:33:00,2.95,17700.0,United Kingdom,12,9,15,-2.95,6,5.0,vintage,christmas,christmas vintage
131483,C538118,22784,lantern cream gazebo,-1.0,2010-12-09 15:33:00,4.95,17700.0,United Kingdom,12,9,15,-4.95,6,-1.0,cream,lantern,lantern cream
131484,C538118,47594a,carousel design washbag,-1.0,2010-12-09 15:33:00,1.95,17700.0,United Kingdom,12,9,15,-1.95,6,-1.0,washbag,carousel,carousel washbag
131509,C553514,22283,6 egg house painted wood,-2.0,2011-05-17 13:58:00,7.95,17700.0,United Kingdom,5,17,13,-15.9,6,2.0,egg,wood,wood egg
131627,C538119,22633,hand warmer union jack,-1.0,2010-12-09 15:34:00,2.1,13136.0,United Kingdom,12,9,15,-2.1,11,-1.0,union,jack,jack union
131628,C538119,22865,hand warmer owl design,-1.0,2010-12-09 15:34:00,2.1,13136.0,United Kingdom,12,9,15,-2.1,11,11.0,hand,warmer,warmer hand
131630,C538119,21777,recipe box with metal heart,-2.0,2010-12-09 15:34:00,7.95,13136.0,United Kingdom,12,9,15,-15.9,11,-2.0,heart,box,box heart
131672,C561684,22423,regency cakestand 3 tier,-1.0,2011-07-28 19:36:00,12.75,13136.0,United Kingdom,7,28,19,-12.75,11,9.0,regency,tier,tier regency
131677,C566470,23199,jumbo bag apples,-1.0,2011-09-12 18:16:00,2.08,13136.0,United Kingdom,9,12,18,-2.08,11,29.0,bag,other,other bag
131682,C566941,23206,lunch bag apple design,-1.0,2011-09-15 16:14:00,1.65,13136.0,United Kingdom,9,15,16,-1.65,11,29.0,bag,lunch,lunch bag
131690,C553024,23190,bundle of 3 school exercise books,-1.0,2011-05-12 19:28:00,1.65,13136.0,United Kingdom,5,12,19,-1.65,11,-1.0,school,bundle,bundle school
131712,C561684,22725,alarm clock bakelike chocolate,-1.0,2011-07-28 19:36:00,3.75,13136.0,United Kingdom,7,28,19,-3.75,11,3.0,clock,chocolate,chocolate clock
131715,C572111,82483,wood 2 drawer cabinet white finish,-1.0,2011-10-20 19:13:00,6.95,13136.0,United Kingdom,10,20,19,-6.95,11,9.0,wood,drawer,drawer wood
131751,C572111,23437,50s christmas gift bag large,-2.0,2011-10-20 19:13:00,1.25,13136.0,United Kingdom,10,20,19,-2.5,11,10.0,bag,christmas,christmas bag
131754,C572111,22186,red star card holder,-3.0,2011-10-20 19:13:00,1.95,13136.0,United Kingdom,10,20,19,-5.85,11,9.0,card,holder,holder card
131761,C572111,22138,baking set 9 piece retrospot,-1.0,2011-10-20 19:13:00,4.95,13136.0,United Kingdom,10,20,19,-4.95,11,2.0,retrospot,piece,piece retrospot
131766,C538121,22461,savoy art deco clock,-1.0,2010-12-09 15:36:00,12.75,15535.0,United Kingdom,12,9,15,-12.75,7,0.0,art,clock,clock art
131767,C539035,22461,savoy art deco clock,-1.0,2010-12-15 14:33:00,12.75,15535.0,United Kingdom,12,15,14,-12.75,7,0.0,art,clock,clock art
131787,C541245,85036c,rose 1 wick morris boxed candle,-12.0,2011-01-16 12:40:00,4.25,15535.0,United Kingdom,1,16,12,-51.0,7,12.0,candle,morris,morris candle
131844,C538123,22331,woodland party bag  sticker set,-1.0,2010-12-09 15:41:00,1.65,12605.0,Germany,12,9,15,-1.65,1,-1.0,bag,party,party bag
131845,C538123,22333,retrospot party bag  sticker set,-1.0,2010-12-09 15:41:00,1.65,12605.0,Germany,12,9,15,-1.65,1,-1.0,bag,retrospot,retrospot bag
131846,C538123,22956,36 foil heart cake cases,-2.0,2010-12-09 15:41:00,2.1,12605.0,Germany,12,9,15,-4.2,1,-2.0,heart,cake,cake heart
131847,C538124,22699,roses regency teacup and saucer,-1.0,2010-12-09 15:43:00,2.95,15329.0,United Kingdom,12,9,15,-2.95,5,5.0,regency,saucer,saucer regency
131849,C538124,22423,regency cakestand 3 tier,-1.0,2010-12-09 15:43:00,12.75,15329.0,United Kingdom,12,9,15,-12.75,5,8.0,regency,tier,tier regency
131900,C574486,23110,parisienne key cabinet,-2.0,2011-11-04 12:56:00,5.75,15329.0,United Kingdom,11,4,12,-11.5,5,0.0,cabinet,parisienne,parisienne cabinet
131902,C574486,23118,parisienne jewellery drawer,-2.0,2011-11-04 12:56:00,7.5,15329.0,United Kingdom,11,4,12,-15.0,5,0.0,drawer,jewellery,jewellery drawer
131983,C553561,22502,picnic basket wicker small,-1.0,2011-05-17 17:24:00,5.95,15596.0,United Kingdom,5,17,17,-5.95,9,15.0,basket,wicker,wicker basket
131984,C554530,22502,picnic basket wicker small,-1.0,2011-05-24 17:28:00,5.95,15596.0,United Kingdom,5,24,17,-5.95,9,15.0,basket,wicker,wicker basket
132006,C542352,22666,recipe box pantry yellow design,-1.0,2011-01-27 12:18:00,2.95,15596.0,United Kingdom,1,27,12,-2.95,9,11.0,box,pantry,pantry box
132013,C553561,21843,red retrospot cake stand,-1.0,2011-05-17 17:24:00,10.95,15596.0,United Kingdom,5,17,17,-10.95,9,3.0,retrospot,cake,cake retrospot
132014,C554530,21843,red retrospot cake stand,-1.0,2011-05-24 17:28:00,10.95,15596.0,United Kingdom,5,24,17,-10.95,9,3.0,retrospot,cake,cake retrospot
132046,C546209,85159b,white teacoffeesugar jars,-2.0,2011-03-10 11:31:00,4.4,15596.0,United Kingdom,3,10,11,-8.8,9,0.0,teacoffeesugar,other,other teacoffeesugar
132050,C546209,22667,recipe box retrospot,-6.0,2011-03-10 11:31:00,2.95,15596.0,United Kingdom,3,10,11,-17.700000000000003,9,0.0,box,retrospot,retrospot box
132286,C551510,47566,party bunting,-100.0,2011-04-28 19:43:00,4.15,16163.0,United Kingdom,4,28,19,-415.00000000000006,3,50.0,party,bunting,bunting party
132638,C541512,85036b,chocolate 1 wick morris box candle,-6.0,2011-01-18 16:52:00,4.25,17576.0,United Kingdom,1,18,16,-25.5,22,12.0,box,candle,candle box
132712,C549905,21781,ma campagne cutlery box,-2.0,2011-04-12 16:21:00,14.95,17576.0,United Kingdom,4,12,16,-29.9,22,6.0,box,cutlery,cutlery box
132785,C549905,22423,regency cakestand 3 tier,-1.0,2011-04-12 16:21:00,12.75,17576.0,United Kingdom,4,12,16,-12.75,22,1.0,regency,tier,tier regency
132980,C580131,85048,15cm christmas glass ball 20 lights,-1.0,2011-12-01 18:12:00,7.95,17576.0,United Kingdom,12,1,18,-7.95,22,1.0,glass,christmas,christmas glass
132982,C580131,21108,fairy cake flannel assorted colour,-18.0,2011-12-01 18:12:00,2.1,17576.0,United Kingdom,12,1,18,-37.800000000000004,22,0.0,cake,colour,colour cake
132994,C580131,85034c,3 rose morris boxed candles,-12.0,2011-12-01 18:12:00,4.25,17576.0,United Kingdom,12,1,18,-51.0,22,0.0,morris,other,other morris
133017,C546210,21272,salle de bain hook,-1.0,2011-03-10 11:31:00,1.25,14713.0,United Kingdom,3,10,11,-1.25,12,4.0,hook,salle,salle hook
133159,C546210,22355,charlotte bag suki design,-1.0,2011-03-10 11:31:00,0.85,14713.0,United Kingdom,3,10,11,-0.85,12,13.0,bag,charlotte,charlotte bag
133669,C574850,23240,set of 4 knick knack tins doily,-10.0,2011-11-07 12:03:00,4.15,14702.0,United Kingdom,11,7,12,-41.5,18,2.0,knack,other,other knack
134177,C561083,22983,card billboard font,-121.0,2011-07-24 16:20:00,0.36,13230.0,United Kingdom,7,24,16,-43.559999999999995,15,12.0,card,billboard,billboard card
134741,C573105,22467,gumball coat rack,-1.0,2011-10-27 15:04:00,2.55,13969.0,United Kingdom,10,27,15,-2.55,20,42.0,rack,coat,coat rack
134868,C580312,22340,noel garland painted zinc,-12.0,2011-12-02 15:09:00,1.45,13969.0,United Kingdom,12,2,15,-17.4,20,16.0,garland,zinc,zinc garland
134873,C580312,21810,christmas hanging star with bell,-11.0,2011-12-02 15:09:00,1.25,13969.0,United Kingdom,12,2,15,-13.75,20,31.0,christmas,star,star christmas
134878,C580312,22338,star decoration painted zinc,-18.0,2011-12-02 15:09:00,0.65,13969.0,United Kingdom,12,2,15,-11.700000000000001,20,23.0,decoration,star,star decoration
134914,C580312,22597,musical zinc heart decoration,-10.0,2011-12-02 15:09:00,0.85,13969.0,United Kingdom,12,2,15,-8.5,20,10.0,heart,decoration,decoration heart
134917,C580312,22598,christmas musical zinc tree,-6.0,2011-12-02 15:09:00,0.85,13969.0,United Kingdom,12,2,15,-5.1,20,3.0,christmas,zinc,zinc christmas
134931,C580312,23544,wall art mid century modern,-1.0,2011-12-02 15:09:00,8.25,13969.0,United Kingdom,12,2,15,-8.25,20,1.0,art,wall,wall art
135367,C551178,22666,recipe box pantry yellow design,-4.0,2011-04-26 17:26:00,2.95,15805.0,United Kingdom,4,26,17,-11.8,20,14.0,box,pantry,pantry box
135383,C551178,21539,red retrospot butter dish,-1.0,2011-04-26 17:26:00,4.95,15805.0,United Kingdom,4,26,17,-4.95,20,5.0,retrospot,dish,dish retrospot
135468,C551178,21181,please one person metal sign,-3.0,2011-04-26 17:26:00,2.1,15805.0,United Kingdom,4,26,17,-6.300000000000001,20,21.0,metal,sign,sign metal
135502,C558436,22492,mini paint set vintage,-36.0,2011-06-29 12:45:00,0.65,15805.0,United Kingdom,6,29,12,-23.400000000000002,20,0.0,vintage,mini,mini vintage
135576,C575616,23469,card holder love bird small,-2.0,2011-11-10 12:51:00,4.15,15805.0,United Kingdom,11,10,12,-8.3,20,4.0,card,holder,holder card
135578,C575616,23470,card holder love bird large,-4.0,2011-11-10 12:51:00,5.39,15805.0,United Kingdom,11,10,12,-21.56,20,0.0,card,holder,holder card
136168,C540394,22649,strawberry fairy cake teapot,-1.0,2011-01-06 18:09:00,4.95,17696.0,United Kingdom,1,6,18,-4.95,14,7.0,cake,fairy,fairy cake
136205,C556633,84971s,small heart flowers hook,-1.0,2011-06-13 15:10:00,0.85,17696.0,United Kingdom,6,13,15,-0.85,14,47.0,heart,hook,hook heart
136216,C566161,21528,dairy maid traditional teapot,-1.0,2011-09-09 11:39:00,6.95,17696.0,United Kingdom,9,9,11,-6.95,14,6.0,dairy,teapot,teapot dairy
136217,C566457,21528,dairy maid traditional teapot,-1.0,2011-09-12 17:02:00,6.95,17696.0,United Kingdom,9,12,17,-6.95,14,6.0,dairy,teapot,teapot dairy
136225,C556633,21216,set 3 retrospot teacoffeesugar,-2.0,2011-06-13 15:10:00,4.95,17696.0,United Kingdom,6,13,15,-9.9,14,2.0,retrospot,teacoffeesugar,teacoffeesugar retrospot
136245,C559952,23147,single antique rose hook ivory,-7.0,2011-07-14 10:57:00,1.45,17696.0,United Kingdom,7,14,10,-10.15,14,5.0,ivory,hook,hook ivory
136247,C559952,23146,triple hook antique ivory rose,-3.0,2011-07-14 10:57:00,3.29,17696.0,United Kingdom,7,14,10,-9.870000000000001,14,1.0,ivory,hook,hook ivory
136259,C559952,21534,dairy maid large milk jug,-2.0,2011-07-14 10:57:00,4.95,17696.0,United Kingdom,7,14,10,-9.9,14,1.0,milk,jug,jug milk
136264,C559952,37448,ceramic cake design spotted mug,-1.0,2011-07-14 10:57:00,1.49,17696.0,United Kingdom,7,14,10,-1.49,14,11.0,cake,mug,mug cake
136265,C559952,21258,victorian sewing box large,-2.0,2011-07-14 10:57:00,6.95,17696.0,United Kingdom,7,14,10,-13.9,14,-2.0,box,other,other box
136267,C562115,21429,red gingham rose jewellery box,-5.0,2011-08-02 16:17:00,1.95,17696.0,United Kingdom,8,2,16,-9.75,14,11.0,box,gingham,gingham box
136620,C551892,21459,yellow easter egg hunt start post,-7.0,2011-05-05 09:58:00,1.95,16265.0,United Kingdom,5,5,9,-13.65,11,5.0,egg,easter,easter egg
136668,C543765,79191c,retro plastic elephant tray,-12.0,2011-02-11 15:16:00,0.85,16265.0,United Kingdom,2,11,15,-10.2,11,0.0,tray,retro,retro tray
137126,C550365,22398,magnets pack of 4 swallows,-60.0,2011-04-18 11:31:00,1.25,12731.0,France,4,18,11,-75.0,14,72.0,pack,swallows,swallows pack
